"x","y","group"
-91.438,35.1653,"73_1_1"
-91.4213,35.1774,"73_1_1"
-91.4359,35.1823,"73_1_1"
-91.4266,35.1838,"73_1_1"
-91.4303,35.1933,"73_1_1"
-91.4131,35.1943,"73_1_1"
-91.4062,35.2138,"73_1_1"
-91.3963,35.2102,"73_1_1"
-91.3938,35.1931,"73_1_1"
-91.3793,35.1892,"73_1_1"
-91.3775,35.1968,"73_1_1"
-91.3905,35.2025,"73_1_1"
-91.3797,35.2151,"73_1_1"
-91.3948,35.2215,"73_1_1"
-91.3784,35.2222,"73_1_1"
-91.3891,35.2351,"73_1_1"
-91.371,35.263,"73_1_1"
-91.379,35.2667,"73_1_1"
-91.3798,35.2553,"73_1_1"
-91.3879,35.2513,"73_1_1"
-91.4006,35.2646,"73_1_1"
-91.4119,35.2649,"73_1_1"
-91.4126,35.3031,"73_1_1"
-91.4157,35.3047,"73_1_1"
-91.4287,35.2931,"73_1_1"
-91.4374,35.2961,"73_1_1"
-91.438,35.306,"73_1_1"
-91.4272,35.3109,"73_1_1"
-91.4357,35.3139,"73_1_1"
-91.4248,35.3324,"73_1_1"
-91.4302,35.3378,"73_1_1"
-91.441,35.3393,"73_1_1"
-91.4448,35.3463,"73_1_1"
-91.4232,35.3561,"73_1_1"
-91.4246,35.3607,"73_1_1"
-91.4371,35.3648,"73_1_1"
-91.4358,35.3712,"73_1_1"
-91.4148,35.3607,"73_1_1"
-91.4099,35.362,"73_1_1"
-91.4113,35.3682,"73_1_1"
-91.4224,35.3693,"73_1_1"
-91.4257,35.3751,"73_1_1"
-91.4102,35.3849,"73_1_1"
-91.4046,35.3862,"73_1_1"
-91.3922,35.3751,"73_1_1"
-91.3844,35.3751,"73_1_1"
-91.4007,35.3931,"73_1_1"
-91.3689,35.408,"73_1_1"
-91.3722,35.4201,"73_1_1"
-91.3656,35.4305,"73_1_1"
-91.3629,35.4136,"73_1_1"
-91.3566,35.4081,"73_1_1"
-91.3516,35.4095,"73_1_1"
-91.3453,35.4238,"73_1_1"
-91.3577,35.4288,"73_1_1"
-91.3473,35.4391,"73_1_1"
-91.5847,35.4425,"73_1_1"
-91.5819,35.5304,"73_1_1"
-91.9972,35.0643,"73_1_2"
-91.9974,35.0648,"73_1_2"
-91.9967,35.0644,"73_1_2"
-91.9972,35.0643,"73_1_2"
-91.2556,35.4458,"74_1_1"
-91.35,35.445,"74_1_1"
-91.3477,35.4377,"74_1_1"
-91.3577,35.4288,"74_1_1"
-91.3455,35.4245,"74_1_1"
-91.3499,35.4112,"74_1_1"
-91.3566,35.4081,"74_1_1"
-91.3629,35.4136,"74_1_1"
-91.3656,35.4305,"74_1_1"
-91.3722,35.4201,"74_1_1"
-91.3689,35.408,"74_1_1"
-91.4007,35.3931,"74_1_1"
-91.3844,35.3751,"74_1_1"
-91.3922,35.3751,"74_1_1"
-91.4046,35.3862,"74_1_1"
-91.4102,35.3849,"74_1_1"
-91.4257,35.3751,"74_1_1"
-91.4224,35.3693,"74_1_1"
-91.4113,35.3682,"74_1_1"
-91.4099,35.362,"74_1_1"
-91.4148,35.3607,"74_1_1"
-91.4358,35.3712,"74_1_1"
-91.4371,35.3648,"74_1_1"
-91.4246,35.3607,"74_1_1"
-91.4232,35.3561,"74_1_1"
-91.4448,35.3463,"74_1_1"
-91.441,35.3393,"74_1_1"
-91.4302,35.3378,"74_1_1"
-91.4248,35.3324,"74_1_1"
-91.4357,35.3139,"74_1_1"
-91.4272,35.3109,"74_1_1"
-91.438,35.306,"74_1_1"
-91.4374,35.2961,"74_1_1"
-91.4287,35.2931,"74_1_1"
-91.4157,35.3047,"74_1_1"
-91.4126,35.3031,"74_1_1"
-91.4119,35.2649,"74_1_1"
-91.4006,35.2646,"74_1_1"
-91.3879,35.2513,"74_1_1"
-91.3798,35.2553,"74_1_1"
-91.379,35.2667,"74_1_1"
-91.3716,35.2648,"74_1_1"
-91.3726,35.2556,"74_1_1"
-91.3851,35.2462,"74_1_1"
-91.3891,35.2351,"74_1_1"
-91.3784,35.2222,"74_1_1"
-91.3948,35.2215,"74_1_1"
-91.3802,35.216,"74_1_1"
-91.3904,35.2013,"74_1_1"
-91.3773,35.1961,"74_1_1"
-91.3809,35.188,"74_1_1"
-91.3915,35.1911,"74_1_1"
-91.3979,35.2127,"74_1_1"
-91.4062,35.2138,"74_1_1"
-91.4131,35.1943,"74_1_1"
-91.4303,35.1933,"74_1_1"
-91.4266,35.1838,"74_1_1"
-91.4359,35.1823,"74_1_1"
-91.4213,35.1774,"74_1_1"
-91.438,35.1653,"74_1_1"
-91.4527,35.1698,"74_1_1"
-91.4599,35.1666,"74_1_1"
-91.4622,35.1565,"74_1_1"
-91.4351,35.1539,"74_1_1"
-91.4345,35.1427,"74_1_1"
-91.428,35.1384,"74_1_1"
-91.4366,35.135,"74_1_1"
-91.4473,35.1415,"74_1_1"
-91.4517,35.1396,"74_1_1"
-91.439,35.1178,"74_1_1"
-91.4445,35.1055,"74_1_1"
-91.4391,35.1039,"74_1_1"
-91.4282,35.1113,"74_1_1"
-91.4244,35.1048,"74_1_1"
-91.4514,35.1021,"74_1_1"
-91.4496,35.0905,"74_1_1"
-91.4533,35.0882,"74_1_1"
-91.4603,35.0931,"74_1_1"
-91.4625,35.1022,"74_1_1"
-91.4688,35.0847,"74_1_1"
-91.446,35.068,"74_1_1"
-91.4607,35.0632,"74_1_1"
-91.4737,35.0675,"74_1_1"
-91.4791,35.0598,"74_1_1"
-91.4636,35.052,"74_1_1"
-91.4403,35.0615,"74_1_1"
-91.4419,35.0522,"74_1_1"
-91.3638,35.0519,"74_1_1"
-91.3685,34.9127,"74_1_1"
-91.2948,34.9124,"74_1_1"
-91.2931,34.9851,"74_1_1"
-91.2381,34.9849,"74_1_1"
-91.2375,35.0043,"74_1_1"
-91.0453,35.0009,"74_1_1"
-91.0395,35.3542,"74_1_1"
-91.2516,35.3576,"74_1_1"
-91.2556,35.4458,"74_1_1"
-93.1931,35.2698,"75_1_1"
-93.2464,35.2771,"75_1_1"
-93.2519,35.2979,"75_1_1"
-93.2783,35.3174,"75_1_1"
-93.28,35.2125,"75_1_1"
-93.457,35.2158,"75_1_1"
-93.457,35.2085,"75_1_1"
-93.4745,35.2097,"75_1_1"
-93.4752,35.2026,"75_1_1"
-93.4838,35.2018,"75_1_1"
-93.484,35.1805,"75_1_1"
-93.4938,35.1807,"75_1_1"
-93.4937,35.1738,"75_1_1"
-93.5112,35.1742,"75_1_1"
-93.5114,35.1597,"75_1_1"
-93.5293,35.16,"75_1_1"
-93.5299,35.1455,"75_1_1"
-93.663,35.1482,"75_1_1"
-93.6633,35.1338,"75_1_1"
-93.7067,35.1349,"75_1_1"
-93.7103,34.7453,"75_1_1"
-93.3943,34.7434,"75_1_1"
-93.3945,34.7724,"75_1_1"
-93.2878,34.7732,"75_1_1"
-93.2883,34.861,"75_1_1"
-93.3059,34.8611,"75_1_1"
-93.3057,34.8756,"75_1_1"
-93.2882,34.8753,"75_1_1"
-93.2882,34.8887,"75_1_1"
-93.2707,34.8892,"75_1_1"
-93.2705,34.9039,"75_1_1"
-93.2525,34.9038,"75_1_1"
-93.2522,34.9183,"75_1_1"
-93.2351,34.9181,"75_1_1"
-93.2352,34.9326,"75_1_1"
-93.2175,34.9327,"75_1_1"
-93.2174,34.9478,"75_1_1"
-93.2006,34.9476,"75_1_1"
-93.2001,34.9623,"75_1_1"
-93.1818,34.962,"75_1_1"
-93.1815,34.9764,"75_1_1"
-93.1602,34.976,"75_1_1"
-93.1603,34.9906,"75_1_1"
-93.1423,34.9903,"75_1_1"
-93.1418,35.0047,"75_1_1"
-93.1241,35.0041,"75_1_1"
-93.1239,35.0186,"75_1_1"
-93.106,35.0181,"75_1_1"
-93.1056,35.0343,"75_1_1"
-93.0874,35.0341,"75_1_1"
-93.0873,35.0483,"75_1_1"
-93.0695,35.0481,"75_1_1"
-93.0693,35.0626,"75_1_1"
-93.0513,35.0627,"75_1_1"
-93.0513,35.077,"75_1_1"
-93.0407,35.0769,"75_1_1"
-93.0259,35.09,"75_1_1"
-93.0281,35.099,"75_1_1"
-93.0396,35.1034,"75_1_1"
-93.0405,35.1092,"75_1_1"
-93.0251,35.1116,"75_1_1"
-93.0193,35.1181,"75_1_1"
-93.0126,35.1142,"75_1_1"
-92.9817,35.1168,"75_1_1"
-92.9777,35.1203,"75_1_1"
-92.9805,35.1231,"75_1_1"
-92.9752,35.1247,"75_1_1"
-92.9791,35.1316,"75_1_1"
-92.9556,35.1408,"75_1_1"
-92.927,35.1671,"75_1_1"
-92.8961,35.1707,"75_1_1"
-92.9237,35.1761,"75_1_1"
-92.9474,35.1692,"75_1_1"
-92.9674,35.1721,"75_1_1"
-93.023,35.163,"75_1_1"
-93.0299,35.1555,"75_1_1"
-93.0279,35.1314,"75_1_1"
-93.0325,35.1251,"75_1_1"
-93.0488,35.1178,"75_1_1"
-93.0684,35.1191,"75_1_1"
-93.087,35.1291,"75_1_1"
-93.093,35.1389,"75_1_1"
-93.0767,35.1711,"75_1_1"
-93.078,35.1788,"75_1_1"
-93.085,35.1828,"75_1_1"
-93.0971,35.1739,"75_1_1"
-93.1106,35.1711,"75_1_1"
-93.1252,35.1758,"75_1_1"
-93.1357,35.1885,"75_1_1"
-93.1401,35.2097,"75_1_1"
-93.1568,35.2382,"75_1_1"
-93.1931,35.2698,"75_1_1"
