"x","y","group"
-93.2983,33.887,"10_1_1"
-93.3078,33.8815,"10_1_1"
-93.3036,33.8689,"10_1_1"
-93.2902,33.8448,"10_1_1"
-93.2743,33.8407,"10_1_1"
-93.2766,33.8355,"10_1_1"
-93.2609,33.8377,"10_1_1"
-93.2646,33.8323,"10_1_1"
-93.2578,33.8287,"10_1_1"
-93.2439,33.8295,"10_1_1"
-93.2409,33.8242,"10_1_1"
-93.2414,33.8292,"10_1_1"
-93.2356,33.8314,"10_1_1"
-93.2339,33.8263,"10_1_1"
-93.2311,33.8297,"10_1_1"
-93.2286,33.8256,"10_1_1"
-93.2266,33.8303,"10_1_1"
-93.2201,33.829,"10_1_1"
-93.2195,33.8216,"10_1_1"
-93.2151,33.8264,"10_1_1"
-93.2099,33.8188,"10_1_1"
-93.2084,33.823,"10_1_1"
-93.1987,33.8203,"10_1_1"
-93.2002,33.8171,"10_1_1"
-93.1947,33.8188,"10_1_1"
-93.1797,33.8005,"10_1_1"
-93.1573,33.8135,"10_1_1"
-93.1466,33.8093,"10_1_1"
-93.1506,33.8129,"10_1_1"
-93.1411,33.8161,"10_1_1"
-93.1275,33.7981,"10_1_1"
-93.1286,33.7928,"10_1_1"
-93.1152,33.7865,"10_1_1"
-93.1118,33.779,"10_1_1"
-93.0868,33.7764,"10_1_1"
-93.0787,33.7823,"10_1_1"
-93.0822,33.7854,"10_1_1"
-93.0695,33.7888,"10_1_1"
-93.0544,33.7827,"10_1_1"
-93.0555,33.7785,"10_1_1"
-93.0436,33.7793,"10_1_1"
-93.0406,33.7724,"10_1_1"
-93.0306,33.7701,"10_1_1"
-93.0263,33.775,"10_1_1"
-93.022,33.7728,"10_1_1"
-93.0074,33.7791,"10_1_1"
-92.993,33.7774,"10_1_1"
-92.993,33.7825,"10_1_1"
-92.982,33.7836,"10_1_1"
-92.9819,33.7882,"10_1_1"
-92.9698,33.788,"10_1_1"
-92.9545,33.7986,"10_1_1"
-92.9447,33.801,"10_1_1"
-92.9428,33.7972,"10_1_1"
-92.9364,33.8076,"10_1_1"
-92.9401,33.8109,"10_1_1"
-92.9325,33.8126,"10_1_1"
-92.9294,33.8223,"10_1_1"
-92.9279,33.8145,"10_1_1"
-92.9181,33.8216,"10_1_1"
-92.8964,33.806,"10_1_1"
-92.8936,33.8086,"10_1_1"
-92.9,33.8159,"10_1_1"
-92.8956,33.8225,"10_1_1"
-92.8881,33.8242,"10_1_1"
-92.8937,33.8339,"10_1_1"
-92.8788,33.8372,"10_1_1"
-92.8769,33.8453,"10_1_1"
-92.8847,33.8563,"10_1_1"
-92.8998,33.8568,"10_1_1"
-92.9064,33.8628,"10_1_1"
-92.9005,33.8662,"10_1_1"
-92.9067,33.8746,"10_1_1"
-92.903,33.8824,"10_1_1"
-92.9128,33.8939,"10_1_1"
-92.8936,33.9042,"10_1_1"
-92.9097,33.9097,"10_1_1"
-92.9083,33.9174,"10_1_1"
-92.9203,33.9262,"10_1_1"
-92.914,33.9335,"10_1_1"
-92.9195,33.936,"10_1_1"
-92.9248,33.9292,"10_1_1"
-92.9337,33.932,"10_1_1"
-92.9351,33.9385,"10_1_1"
-92.9284,33.947,"10_1_1"
-92.9389,33.9499,"10_1_1"
-92.9387,33.9681,"10_1_1"
-92.949,33.9624,"10_1_1"
-92.9614,33.9742,"10_1_1"
-92.9539,33.9772,"10_1_1"
-92.9486,33.9863,"10_1_1"
-92.8931,33.9833,"10_1_1"
-92.8863,34.1559,"10_1_1"
-93.0283,34.1617,"10_1_1"
-93.0381,34.1551,"10_1_1"
-93.0431,34.1803,"10_1_1"
-93.0366,34.1949,"10_1_1"
-93.0257,34.2021,"10_1_1"
-93.0267,34.2104,"10_1_1"
-93.0343,34.2164,"10_1_1"
-93.0302,34.221,"10_1_1"
-93.0393,34.2224,"10_1_1"
-93.0347,34.2365,"10_1_1"
-93.0801,34.235,"10_1_1"
-93.0824,34.24,"10_1_1"
-93.085,34.2356,"10_1_1"
-93.0908,34.2375,"10_1_1"
-93.0901,34.2457,"10_1_1"
-93.1995,34.2482,"10_1_1"
-93.1983,34.2773,"10_1_1"
-93.3569,34.2803,"10_1_1"
-93.3558,34.3387,"10_1_1"
-93.4786,34.3409,"10_1_1"
-93.4804,34.2533,"10_1_1"
-93.5015,34.2538,"10_1_1"
-93.5022,34.2141,"10_1_1"
-93.4893,34.2119,"10_1_1"
-93.4898,34.208,"10_1_1"
-93.4633,34.2051,"10_1_1"
-93.4581,34.2124,"10_1_1"
-93.4498,34.2051,"10_1_1"
-93.443,34.2086,"10_1_1"
-93.4602,34.1906,"10_1_1"
-93.4479,34.1801,"10_1_1"
-93.4548,34.1772,"10_1_1"
-93.4474,34.1743,"10_1_1"
-93.4545,34.173,"10_1_1"
-93.4557,34.1582,"10_1_1"
-93.4435,34.1474,"10_1_1"
-93.453,34.1394,"10_1_1"
-93.4598,34.143,"10_1_1"
-93.457,34.1305,"10_1_1"
-93.444,34.1302,"10_1_1"
-93.4521,34.1252,"10_1_1"
-93.4415,34.1204,"10_1_1"
-93.4449,34.114,"10_1_1"
-93.4402,34.0844,"10_1_1"
-93.4439,34.0799,"10_1_1"
-93.4351,34.0705,"10_1_1"
-93.4345,34.0507,"10_1_1"
-93.4146,34.0363,"10_1_1"
-93.4085,34.0251,"10_1_1"
-93.409,34.013,"10_1_1"
-93.4006,34.0122,"10_1_1"
-93.4031,34.0072,"10_1_2"
-93.403,34.0073,"10_1_2"
-93.403,34.0072,"10_1_2"
-93.4031,34.0072,"10_1_2"
-90.1525,36.498,"11_1_1"
-90.7844,36.4985,"11_1_1"
-90.7777,36.489,"11_1_1"
-90.77,36.4872,"11_1_1"
-90.7684,36.477,"11_1_1"
-90.7735,36.4743,"11_1_1"
-90.7747,36.4473,"11_1_1"
-90.7798,36.4385,"11_1_1"
-90.7681,36.4324,"11_1_1"
-90.773,36.4281,"11_1_1"
-90.7786,36.4302,"11_1_1"
-90.778,36.4259,"11_1_1"
-90.7667,36.4247,"11_1_1"
-90.7627,36.4287,"11_1_1"
-90.7569,36.4236,"11_1_1"
-90.7615,36.4179,"11_1_1"
-90.7688,36.4206,"11_1_1"
-90.7706,36.413,"11_1_1"
-90.7484,36.4129,"11_1_1"
-90.7494,36.2804,"11_1_1"
-90.7658,36.2872,"11_1_1"
-90.7818,36.2841,"11_1_1"
-90.7809,36.289,"11_1_1"
-90.7894,36.2943,"11_1_1"
-90.7915,36.2876,"11_1_1"
-90.8062,36.2882,"11_1_1"
-90.8066,36.2669,"11_1_1"
-90.3198,36.2593,"11_1_1"
-90.321,36.2004,"11_1_1"
-90.1901,36.2015,"11_1_1"
-90.1696,36.2143,"11_1_1"
-90.1525,36.2156,"11_1_1"
-90.1422,36.2275,"11_1_1"
-90.1264,36.2294,"11_1_1"
-90.1247,36.2356,"11_1_1"
-90.1306,36.2421,"11_1_1"
-90.1236,36.2434,"11_1_1"
-90.1168,36.2638,"11_1_1"
-90.0844,36.2719,"11_1_1"
-90.0763,36.2807,"11_1_1"
-90.0789,36.29,"11_1_1"
-90.064,36.303,"11_1_1"
-90.0693,36.3132,"11_1_1"
-90.08,36.3186,"11_1_1"
-90.0817,36.3268,"11_1_1"
-90.0756,36.334,"11_1_1"
-90.0777,36.3495,"11_1_1"
-90.0634,36.3671,"11_1_1"
-90.0627,36.3771,"11_1_1"
-90.0666,36.3785,"11_1_1"
-90.0631,36.3838,"11_1_1"
-90.0809,36.4008,"11_1_1"
-90.1095,36.4041,"11_1_1"
-90.119,36.4128,"11_1_1"
-90.1287,36.4117,"11_1_1"
-90.1277,36.4168,"11_1_1"
-90.1385,36.414,"11_1_1"
-90.1342,36.4228,"11_1_1"
-90.1389,36.4212,"11_1_1"
-90.1441,36.4258,"11_1_1"
-90.1341,36.4366,"11_1_1"
-90.134,36.4538,"11_1_1"
-90.1407,36.4582,"11_1_1"
-90.1425,36.4679,"11_1_1"
-90.1446,36.4628,"11_1_1"
-90.1558,36.4636,"11_1_1"
-90.1529,36.4709,"11_1_1"
-90.1421,36.4713,"11_1_1"
-90.1437,36.476,"11_1_1"
-90.1594,36.4801,"11_1_1"
-90.156,36.4904,"11_1_1"
-90.16,36.4943,"11_1_1"
-90.1548,36.4924,"11_1_1"
-90.1525,36.498,"11_1_1"
-91.807,35.7045,"12_1_1"
-92.2405,35.7122,"12_1_1"
-92.2528,35.3637,"12_1_1"
-91.852,35.3583,"12_1_1"
-91.8501,35.4365,"12_1_1"
-91.8357,35.4417,"12_1_1"
-91.8295,35.4544,"12_1_1"
-91.8203,35.4499,"12_1_1"
-91.7959,35.4556,"12_1_1"
-91.7898,35.7117,"12_1_1"
-91.807,35.7045,"12_1_1"
-91.9538,34.0641,"13_1_1"
-92.4717,34.0571,"13_1_1"
-92.4756,33.9727,"13_1_1"
-92.4562,33.9725,"13_1_1"
-92.452,33.9613,"13_1_1"
-92.4339,33.95,"13_1_1"
-92.4367,33.9466,"13_1_1"
-92.4216,33.9407,"13_1_1"
-92.4101,33.9257,"13_1_1"
-92.4106,33.917,"13_1_1"
-92.4007,33.9133,"13_1_1"
-92.395,33.8853,"13_1_1"
-92.3837,33.8765,"13_1_1"
-92.3802,33.8675,"13_1_1"
-92.3543,33.854,"13_1_1"
-92.3501,33.842,"13_1_1"
-92.3439,33.8419,"13_1_1"
-92.339,33.8356,"13_1_1"
-92.3355,33.8107,"13_1_1"
-92.3412,33.8044,"13_1_1"
-92.3272,33.7779,"13_1_1"
-92.342,33.743,"13_1_1"
-92.333,33.732,"13_1_1"
-92.3365,33.7274,"13_1_1"
-92.3305,33.7231,"13_1_1"
-92.3309,33.7078,"13_1_1"
-91.9758,33.7044,"13_1_1"
-91.9764,33.9773,"13_1_1"
-91.9531,33.9772,"13_1_1"
-91.9538,34.0641,"13_1_1"
-93.221,33.455,"14_1_1"
-93.2213,33.4404,"14_1_1"
-93.3655,33.4445,"14_1_1"
-93.3767,33.4331,"14_1_1"
-93.3891,33.4039,"14_1_1"
-93.3967,33.3985,"14_1_1"
-93.402,33.3738,"14_1_1"
-93.413,33.3622,"14_1_1"
-93.4104,33.3525,"14_1_1"
-93.4291,33.3158,"14_1_1"
-93.4229,33.3024,"14_1_1"
-93.4361,33.2895,"14_1_1"
-93.4328,33.2763,"14_1_1"
-93.437,33.2653,"14_1_1"
-93.442,33.2582,"14_1_1"
-93.4818,33.26,"14_1_1"
-93.4906,33.0189,"14_1_1"
-92.9887,33.0174,"14_1_1"
-92.9785,33.3773,"14_1_1"
-93.1189,33.3802,"14_1_1"
-93.1164,33.4529,"14_1_1"
-93.221,33.455,"14_1_1"
-93.021,35.0762,"15_1_1"
-93.02,35.076,"15_1_1"
-93.0197,35.076,"15_1_1"
-93.021,35.0762,"15_1_1"
-93.021,35.0762,"15_2_1"
-92.7137,35.0713,"15_2_1"
-92.6754,35.0785,"15_2_1"
-92.6492,35.1046,"15_2_1"
-92.6321,35.1115,"15_2_1"
-92.6235,35.1089,"15_2_1"
-92.6212,35.098,"15_2_1"
-92.642,35.0859,"15_2_1"
-92.6455,35.0789,"15_2_1"
-92.6313,35.0764,"15_2_1"
-92.6059,35.0816,"15_2_1"
-92.57,35.1132,"15_2_1"
-92.5547,35.1133,"15_2_1"
-92.5433,35.1263,"15_2_1"
-92.5344,35.1149,"15_2_1"
-92.5214,35.1147,"15_2_1"
-92.5152,35.1301,"15_2_1"
-92.506,35.1382,"15_2_1"
-92.5131,35.1442,"15_2_1"
-92.5041,35.1472,"15_2_1"
-92.5016,35.1633,"15_2_1"
-92.5072,35.1673,"15_2_1"
-92.5006,35.1687,"15_2_1"
-92.4997,35.1747,"15_2_1"
-92.5292,35.1899,"15_2_1"
-92.5244,35.2049,"15_2_1"
-92.5277,35.2097,"15_2_1"
-92.5191,35.2168,"15_2_1"
-92.5251,35.2178,"15_2_1"
-92.5228,35.222,"15_2_1"
-92.529,35.2189,"15_2_1"
-92.5316,35.2243,"15_2_1"
-92.5275,35.231,"15_2_1"
-92.5217,35.2275,"15_2_1"
-92.5224,35.2314,"15_2_1"
-92.5149,35.2331,"15_2_1"
-92.511,35.2454,"15_2_1"
-92.5112,35.24,"15_2_1"
-92.5039,35.2401,"15_2_1"
-92.5037,35.2473,"15_2_1"
-92.5143,35.2569,"15_2_1"
-92.5063,35.258,"15_2_1"
-92.4935,35.2666,"15_2_1"
-92.4989,35.2673,"15_2_1"
-92.4933,35.2741,"15_2_1"
-92.485,35.2754,"15_2_1"
-92.4795,35.4554,"15_2_1"
-92.8506,35.463,"15_2_1"
-92.855,35.1728,"15_2_1"
-92.9253,35.168,"15_2_1"
-92.9556,35.1408,"15_2_1"
-92.9791,35.1316,"15_2_1"
-92.9752,35.1247,"15_2_1"
-92.9805,35.1231,"15_2_1"
-92.9777,35.1203,"15_2_1"
-92.9817,35.1168,"15_2_1"
-93.0126,35.1142,"15_2_1"
-93.0193,35.1181,"15_2_1"
-93.0251,35.1116,"15_2_1"
-93.0405,35.1092,"15_2_1"
-93.0396,35.1034,"15_2_1"
-93.0281,35.099,"15_2_1"
-93.0257,35.0909,"15_2_1"
-93.0407,35.0769,"15_2_1"
-93.0332,35.0769,"15_2_1"
-93.0277,35.0766,"15_2_1"
-93.021,35.0762,"15_2_1"
-90.289,35.9964,"16_1_1"
-90.3779,35.9957,"16_1_1"
-90.3864,35.9881,"16_1_1"
-90.3874,35.9647,"16_1_1"
-90.8522,35.968,"16_1_1"
-90.8543,35.9593,"16_1_1"
-90.8615,35.9556,"16_1_1"
-90.8571,35.9501,"16_1_1"
-90.8648,35.9473,"16_1_1"
-90.8601,35.9426,"16_1_1"
-90.866,35.9412,"16_1_1"
-90.8603,35.9252,"16_1_1"
-90.8722,35.9244,"16_1_1"
-90.8728,35.8809,"16_1_1"
-91.0325,35.8851,"16_1_1"
-91.037,35.7086,"16_1_1"
-90.6124,35.7043,"16_1_1"
-90.5013,35.7073,"16_1_1"
-90.2867,35.6999,"16_1_1"
-90.289,35.9964,"16_1_1"
-94.3996,35.448,"17_1_1"
-94.4022,35.4479,"17_1_1"
-94.4022,35.4479,"17_1_1"
-94.3996,35.448,"17_1_1"
-94.3987,35.4482,"17_2_1"
-94.3989,35.4482,"17_2_1"
-94.3996,35.448,"17_2_1"
-94.3987,35.4482,"17_2_1"
-94.3944,35.4483,"17_3_1"
-94.3944,35.4484,"17_3_1"
-94.3944,35.4484,"17_3_1"
-94.3944,35.4483,"17_3_1"
-94.0631,35.6624,"17_4_1"
-94.0631,35.6623,"17_4_1"
-94.063,35.6623,"17_4_1"
-94.0631,35.6624,"17_4_1"
-94.0632,35.6629,"17_5_1"
-93.9842,35.6608,"17_5_1"
-93.9827,35.704,"17_5_1"
-93.9648,35.7034,"17_5_1"
-93.9642,35.7321,"17_5_1"
-93.9115,35.7308,"17_5_1"
-93.9111,35.7455,"17_5_1"
-93.8926,35.7451,"17_5_1"
-93.8924,35.7596,"17_5_1"
-94.1243,35.7646,"17_5_1"
-94.1249,35.7504,"17_5_1"
-94.4931,35.7592,"17_5_1"
-94.4319,35.3939,"17_5_1"
-94.4244,35.4292,"17_5_1"
-94.4168,35.4295,"17_5_1"
-94.4081,35.4486,"17_5_1"
-94.3933,35.4505,"17_5_1"
-94.3421,35.4153,"17_5_1"
-94.3388,35.4056,"17_5_1"
-94.3449,35.3802,"17_5_1"
-94.3201,35.3591,"17_5_1"
-94.2959,35.3506,"17_5_1"
-94.2818,35.3599,"17_5_1"
-94.2579,35.3533,"17_5_1"
-94.2427,35.3562,"17_5_1"
-94.2243,35.3536,"17_5_1"
-94.2027,35.3621,"17_5_1"
-94.197,35.3814,"17_5_1"
-94.19,35.3879,"17_5_1"
-94.1616,35.3769,"17_5_1"
-94.146,35.3798,"17_5_1"
-94.1372,35.3865,"17_5_1"
-94.1389,35.4088,"17_5_1"
-94.1615,35.4335,"17_5_1"
-94.1484,35.4475,"17_5_1"
-94.1296,35.4509,"17_5_1"
-94.0866,35.4425,"17_5_1"
-94.027,35.4608,"17_5_1"
-94.0579,35.4734,"17_5_1"
-94.0407,35.4821,"17_5_1"
-94.039,35.4854,"17_5_1"
-94.0506,35.4919,"17_5_1"
-94.0292,35.507,"17_5_1"
-94.0411,35.5305,"17_5_1"
-94.0407,35.5415,"17_5_1"
-94.0351,35.5453,"17_5_1"
-94.0354,35.5522,"17_5_1"
-94.0235,35.5564,"17_5_1"
-94.023,35.5742,"17_5_1"
-94.076,35.5754,"17_5_1"
-94.0737,35.6624,"17_5_1"
-94.0632,35.6629,"17_5_1"
-94.1607,35.4313,"17_5_2"
-94.1605,35.4308,"17_5_2"
-94.1609,35.4298,"17_5_2"
-94.1607,35.4313,"17_5_2"
-90.501,35.4417,"18_1_1"
-90.5065,35.1787,"18_1_1"
-90.5022,35.1787,"18_1_1"
-90.503,35.1442,"18_1_1"
-90.4004,35.1482,"18_1_1"
-90.4025,35.0025,"18_1_1"
-90.4079,35.0025,"18_1_1"
-90.408,34.833,"18_1_1"
-90.3402,34.8603,"18_1_1"
-90.3251,34.8475,"18_1_1"
-90.3113,34.8442,"18_1_1"
-90.3027,34.8559,"18_1_1"
-90.3135,34.8717,"18_1_1"
-90.2499,34.9074,"18_1_1"
-90.2447,34.9171,"18_1_1"
-90.2465,34.9452,"18_1_1"
-90.2954,34.9757,"18_1_1"
-90.3078,34.9919,"18_1_1"
-90.3099,35.0097,"18_1_1"
-90.2956,35.0401,"18_1_1"
-90.2653,35.0403,"18_1_1"
-90.2094,35.0265,"18_1_1"
-90.193,35.0413,"18_1_1"
-90.1939,35.0616,"18_1_1"
-90.1768,35.1121,"18_1_1"
-90.1653,35.1252,"18_1_1"
-90.1428,35.1351,"18_1_1"
-90.1094,35.1189,"18_1_1"
-90.0965,35.1171,"18_1_1"
-90.0867,35.1198,"18_1_1"
-90.0648,35.1389,"18_1_1"
-90.0686,35.1532,"18_1_1"
-90.0928,35.1577,"18_1_1"
-90.107,35.1667,"18_1_1"
-90.1174,35.1879,"18_1_1"
-90.1135,35.1987,"18_1_1"
-90.0974,35.1948,"18_1_1"
-90.0899,35.2104,"18_1_1"
-90.0796,35.203,"18_1_1"
-90.074,35.2149,"18_1_1"
-90.0793,35.2288,"18_1_1"
-90.105,35.2542,"18_1_1"
-90.15,35.255,"18_1_1"
-90.1686,35.2802,"18_1_1"
-90.1637,35.2955,"18_1_1"
-90.1549,35.302,"18_1_1"
-90.1388,35.299,"18_1_1"
-90.1058,35.3068,"18_1_1"
-90.0966,35.346,"18_1_1"
-90.075,35.3842,"18_1_1"
-90.0967,35.3953,"18_1_1"
-90.1125,35.4102,"18_1_1"
-90.1294,35.4137,"18_1_1"
-90.1391,35.4106,"18_1_1"
-90.1458,35.4016,"18_1_1"
-90.1363,35.3768,"18_1_1"
-90.1662,35.3747,"18_1_1"
-90.1783,35.3821,"18_1_1"
-90.169,35.4219,"18_1_1"
-90.1403,35.4366,"18_1_1"
-90.501,35.4417,"18_1_1"
-90.6108,35.4488,"19_1_1"
-90.7161,35.4497,"19_1_1"
-90.7161,35.4458,"19_1_1"
-90.9312,35.4419,"19_1_1"
-91.0394,35.443,"19_1_1"
-91.0427,35.1482,"19_1_1"
-90.503,35.1434,"19_1_1"
-90.5022,35.1787,"19_1_1"
-90.5065,35.1787,"19_1_1"
-90.5024,35.4417,"19_1_1"
-90.6109,35.4417,"19_1_1"
-90.6108,35.4488,"19_1_1"
-92.4936,34.1442,"20_1_1"
-92.8863,34.1559,"20_1_1"
-92.8931,33.9833,"20_1_1"
-92.9486,33.9863,"20_1_1"
-92.9539,33.9772,"20_1_1"
-92.9614,33.9742,"20_1_1"
-92.949,33.9624,"20_1_1"
-92.9387,33.9681,"20_1_1"
-92.9389,33.9499,"20_1_1"
-92.9284,33.947,"20_1_1"
-92.9351,33.9385,"20_1_1"
-92.9337,33.932,"20_1_1"
-92.9248,33.9292,"20_1_1"
-92.9195,33.936,"20_1_1"
-92.914,33.9335,"20_1_1"
-92.9203,33.9262,"20_1_1"
-92.9083,33.9174,"20_1_1"
-92.9097,33.9097,"20_1_1"
-92.8936,33.9042,"20_1_1"
-92.9128,33.8939,"20_1_1"
-92.903,33.8824,"20_1_1"
-92.9067,33.8746,"20_1_1"
-92.9005,33.8662,"20_1_1"
-92.9064,33.8628,"20_1_1"
-92.8998,33.8568,"20_1_1"
-92.8847,33.8563,"20_1_1"
-92.8769,33.8453,"20_1_1"
-92.8788,33.8372,"20_1_1"
-92.8937,33.8339,"20_1_1"
-92.8881,33.8242,"20_1_1"
-92.8956,33.8225,"20_1_1"
-92.9,33.8159,"20_1_1"
-92.8932,33.8099,"20_1_1"
-92.3342,33.795,"20_1_1"
-92.3412,33.8047,"20_1_1"
-92.3355,33.8107,"20_1_1"
-92.339,33.8356,"20_1_1"
-92.3439,33.8419,"20_1_1"
-92.3501,33.842,"20_1_1"
-92.3543,33.854,"20_1_1"
-92.3802,33.8675,"20_1_1"
-92.3837,33.8765,"20_1_1"
-92.395,33.8853,"20_1_1"
-92.4007,33.9133,"20_1_1"
-92.4106,33.917,"20_1_1"
-92.4101,33.9257,"20_1_1"
-92.4216,33.9407,"20_1_1"
-92.4367,33.9466,"20_1_1"
-92.4339,33.95,"20_1_1"
-92.452,33.9613,"20_1_1"
-92.4562,33.9725,"20_1_1"
-92.4756,33.9727,"20_1_1"
-92.4717,34.0571,"20_1_1"
-92.3366,34.0596,"20_1_1"
-92.3476,34.0706,"20_1_1"
-92.3544,34.0715,"20_1_1"
-92.355,34.0672,"20_1_1"
-92.3739,34.0745,"20_1_1"
-92.3703,34.0771,"20_1_1"
-92.3747,34.0859,"20_1_1"
-92.3833,34.0961,"20_1_1"
-92.3883,34.0947,"20_1_1"
-92.3907,34.1024,"20_1_1"
-92.403,34.1044,"20_1_1"
-92.4057,34.1083,"20_1_1"
-92.4006,34.1095,"20_1_1"
-92.4054,34.1153,"20_1_1"
-92.4119,34.1129,"20_1_1"
-92.4319,34.1265,"20_1_1"
-92.4488,34.1229,"20_1_1"
-92.4527,34.1279,"20_1_1"
-92.4582,34.1272,"20_1_1"
-92.4567,34.1323,"20_1_1"
-92.4684,34.1371,"20_1_1"
-92.4672,34.1337,"20_1_1"
-92.4763,34.1319,"20_1_1"
-92.4756,34.1355,"20_1_1"
-92.4913,34.1329,"20_1_1"
-92.4936,34.1442,"20_1_1"
-90.9552,34.1188,"21_1_1"
-91.1179,34.1191,"21_1_1"
-91.1251,34.1059,"21_1_1"
-91.1424,34.1113,"21_1_1"
-91.1413,34.1017,"21_1_1"
-91.1508,34.1033,"21_1_1"
-91.1499,34.0853,"21_1_1"
-91.1579,34.0859,"21_1_1"
-91.1683,34.0943,"21_1_1"
-91.1863,34.0813,"21_1_1"
-91.1836,34.0726,"21_1_1"
-91.194,34.0726,"21_1_1"
-91.1878,34.0619,"21_1_1"
-91.1965,34.0517,"21_1_1"
-91.1948,34.0345,"21_1_1"
-91.1846,34.0302,"21_1_1"
-91.1844,34.0175,"21_1_1"
-91.1721,34.0159,"21_1_1"
-91.1652,34.0098,"21_1_1"
-91.1565,33.992,"21_1_1"
-91.1583,33.9784,"21_1_1"
-91.1455,33.973,"21_1_1"
-91.1326,33.9564,"21_1_1"
-91.1514,33.9375,"21_1_1"
-91.1608,33.9426,"21_1_1"
-91.1701,33.9587,"21_1_1"
-91.1973,33.9532,"21_1_1"
-91.2104,33.9551,"21_1_1"
-91.2143,33.9724,"21_1_1"
-91.2282,33.978,"21_1_1"
-91.2386,33.9745,"21_1_1"
-91.2541,33.9562,"21_1_1"
-91.2625,33.9573,"21_1_1"
-91.2713,33.9722,"21_1_1"
-91.2792,33.9739,"21_1_1"
-91.3092,33.9601,"21_1_1"
-91.3497,33.9553,"21_1_1"
-91.3572,33.9641,"21_1_1"
-91.323,33.9821,"21_1_1"
-91.3169,33.9937,"21_1_1"
-91.323,34.0013,"21_1_1"
-91.3336,34.0055,"21_1_1"
-91.3465,34.0037,"21_1_1"
-91.3736,33.9822,"21_1_1"
-91.3846,33.9801,"21_1_1"
-91.3966,33.9856,"21_1_1"
-91.4069,34.0028,"21_1_1"
-91.4217,34.0145,"21_1_1"
-91.4222,33.9985,"21_1_1"
-91.4452,33.9991,"21_1_1"
-91.4451,34.0045,"21_1_1"
-91.4652,34.0048,"21_1_1"
-91.4657,33.9758,"21_1_1"
-91.5487,33.9768,"21_1_1"
-91.5573,33.7834,"21_1_1"
-91.4503,33.7804,"21_1_1"
-91.4534,33.5638,"21_1_1"
-91.3495,33.5636,"21_1_1"
-91.3508,33.5195,"21_1_1"
-91.3466,33.5194,"21_1_1"
-91.3462,33.5336,"21_1_1"
-91.3332,33.5336,"21_1_1"
-91.3334,33.5263,"21_1_1"
-91.3245,33.5261,"21_1_1"
-91.3247,33.5186,"21_1_1"
-91.2458,33.5171,"21_1_1"
-91.2446,33.5614,"21_1_1"
-91.2309,33.5614,"21_1_1"
-91.2241,33.5674,"21_1_1"
-91.1983,33.5721,"21_1_1"
-91.1782,33.5826,"21_1_1"
-91.1547,33.5818,"21_1_1"
-91.134,33.5945,"21_1_1"
-91.1309,33.6109,"21_1_1"
-91.1407,33.6269,"21_1_1"
-91.1746,33.6495,"21_1_1"
-91.216,33.6601,"21_1_1"
-91.2265,33.6687,"21_1_1"
-91.2279,33.6831,"21_1_1"
-91.2121,33.6982,"21_1_1"
-91.1609,33.7071,"21_1_1"
-91.1305,33.6745,"21_1_1"
-91.0906,33.6576,"21_1_1"
-91.0425,33.6693,"21_1_1"
-91.0322,33.6766,"21_1_1"
-91.0304,33.6878,"21_1_1"
-91.0599,33.7148,"21_1_1"
-91.0683,33.7165,"21_1_1"
-91.0968,33.7057,"21_1_1"
-91.1177,33.7053,"21_1_1"
-91.1469,33.7304,"21_1_1"
-91.1408,33.7597,"21_1_1"
-91.1451,33.7673,"21_1_1"
-91.1322,33.7834,"21_1_1"
-91.1235,33.7821,"21_1_1"
-91.1073,33.7706,"21_1_1"
-91.0539,33.7787,"21_1_1"
-91.0233,33.763,"21_1_1"
-91.0001,33.7692,"21_1_1"
-90.9885,33.7845,"21_1_1"
-91.0001,33.7995,"21_1_1"
-91.0449,33.8142,"21_1_1"
-91.0675,33.8404,"21_1_1"
-91.0727,33.8549,"21_1_1"
-91.0709,33.8667,"21_1_1"
-91.0264,33.908,"21_1_1"
-91.0103,33.9294,"21_1_1"
-91.036,33.9438,"21_1_1"
-91.0841,33.9562,"21_1_1"
-91.0891,33.9727,"21_1_1"
-91.0754,33.9836,"21_1_1"
-91.0428,33.9868,"21_1_1"
-91.0183,34.003,"21_1_1"
-90.9984,33.965,"21_1_1"
-90.9834,33.9602,"21_1_1"
-90.9676,33.9633,"21_1_1"
-90.9615,33.9799,"21_1_1"
-90.9798,33.9977,"21_1_1"
-90.9879,34.019,"21_1_1"
-90.9707,34.0216,"21_1_1"
-90.9427,34.0181,"21_1_1"
-90.8924,34.0269,"21_1_1"
-90.8871,34.0334,"21_1_1"
-90.8878,34.0554,"21_1_1"
-90.8705,34.0827,"21_1_1"
-90.8853,34.0974,"21_1_1"
-90.9213,34.094,"21_1_1"
-90.9552,34.1188,"21_1_1"
-91.6637,33.7922,"22_1_1"
-91.976,33.7917,"22_1_1"
-91.9761,33.5297,"22_1_1"
-92.0081,33.5295,"22_1_1"
-92.0083,33.5226,"22_1_1"
-92.0025,33.5199,"22_1_1"
-92.005,33.5161,"22_1_1"
-91.9996,33.5149,"22_1_1"
-92.0062,33.5109,"22_1_1"
-91.9991,33.5001,"22_1_1"
-92.008,33.4942,"22_1_1"
-92.0089,33.4862,"22_1_1"
-91.9997,33.4731,"22_1_1"
-92.0153,33.4571,"22_1_1"
-92.0117,33.4462,"22_1_1"
-91.9963,33.4421,"22_1_1"
-91.9919,33.4367,"22_1_1"
